99,Holiday Inn Express Miami Airport Doral Area,Doral,FL,33166,8436 NW 36th St,8003458082,https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=miamd&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ex-_-MIAMD&glat=MEDI,Budget,3.3,486.47,"Spa, Kids Club, Laundry Service, Free Wi-Fi, 24-Hour Front Desk, Gym",229,2026-04-10 00:15:14.962654+03
100,Crowne Plaza Miami Airport,Miami,FL,33126,950 NW 42nd Ave,8778746541,https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=miaap&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-cp-_-MIAAP&glat=MEDI,Mid-range,4.7,82.79,"Rooftop Terrace, Room Service, Gym, Concierge, Restaurant",365,2026-04-10 00:15:14.962654+03
101,Staybridge Suites Miami International Airport,Miami,FL,33142,3651 NW 25th St,8776608545,https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=miats&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-sb-_-MIATS&glat=MEDI,Luxury,4.6,526.84,"Conference Rooms, Swimming Pool, Gym, Spa, Rooftop Terrace, Concierge",167,2026-04-10 00:15:14.962654+03
102,EVEN Hotels Miami - Airport,Miami,FL,33142,3499 NW 25th St,8557726461,https://www.ihg.com/redirect?path=hd&brandCode=vn&hotelCode=mianw&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-vn-_-MIANW&glat=MEDI,Budget,5.0,264.16,"Spa, Laundry Service, Restaurant",375,2026-04-10 00:15:14.962654+03
103,InterContinental Miami,Miami,FL,33131,100 Chopin Plz,8882598696,https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=miaha&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ic-_-MIAHA&glat=MEDI,Budget,3.2,68.23,"Pet-Friendly, 24-Hour Front Desk, Kids Club",240,2026-04-10 00:15:14.962654+03
104,Renaissance At The Gables,Miami,FL,33145,2340 SW 32nd Ave,3054451313,http://www.renaissanceatthegables.com/,Resort,2.9,253.09,"Restaurant, Conference Rooms, Gym, Pet-Friendly",215,2026-04-10 00:15:14.962654+03
105,InterContinental At Doral Miami,Doral,FL,33172,2505 NW 87th Ave,8882598696,https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=miahc&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-ic-_-MIAHC&glat=MEDI,Mid-range,4.0,296.32,"Airport Shuttle, Business Centre, Laundry Service, Rooftop Terrace, Conference Rooms, Kids Club, Concierge",361,2026-04-10 00:15:14.962654+03
106,Candlewood Suites Miami Airport - Doral,Doral,FL,33172,8855 NW 27th St,8009806467,https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=miamf&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-cw-_-MIAMF&glat=MEDI,Luxury,2.5,500.11,"Restaurant, Gym, Laundry Service, Conference Rooms, Pet-Friendly, Airport Shuttle, Rooftop Terrace",237,2026-04-10 00:15:14.962654+03
107,Staybridge Suites Miami Doral Area,Doral,FL,33172,3265 NW 87th Ave,8776608545,https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=miaaw&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-sb-_-MIAAW&glat=MEDI,Luxury,4.2,471.88,"Room Service, EV Charging, Spa, Kids Club",215,2026-04-10 00:15:14.962654+03
108,Candlewood Suites Miami Intl Airport - 36th St,Virginia Gardens,FL,33166,5911 NW 36th St,8009806467,https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=vgccw&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-yellowpages-_-cw-_-VGCCW&glat=MEDI,Resort,3.9,194.42,"Free Wi-Fi, Room Service, Parking, Conference Rooms, Pet-Friendly",371,2026-04-10 00:15:14.962654+03
109,La Fuente Hotel,Miami,FL,33144,7470 SW 8th St,3052660070,http://www.executivefantasyhotels.com/,Budget,4.4,504.86,"Pet-Friendly, Business Centre, 24-Hour Front Desk, Spa, Rooftop Terrace, Laundry Service",337,2026-04-10 00:15:14.962654+03
110,Four Point By Sheraton Coral Gables,Miami,FL,33146,3861 Bird Rd,3055670534,http://fourpoints.com/coralgables,Mid-range,3.1,362.27,"Pet-Friendly, Laundry Service, Swimming Pool",316,2026-04-10 00:15:14.962654+03
111,Executive Airport Hotel,Miami,FL,33126,6700 NW 12th St,3058711166,http://www.executivefantasyhotels.com/,Mid-range,3.4,90.52,"Rooftop Terrace, Concierge, Restaurant, Spa, Gym",296,2026-04-10 00:15:14.962654+03
112,Miami Executive Hotel,Coral Gables,FL,33134,4350 SW 8th St,3054438464,http://www.executivefantasyhotels.com/,Boutique,4.7,313.08,"Restaurant, Parking, EV Charging, Room Service, Airport Shuttle",193,2026-04-10 00:15:14.962654+03
113,Miami Princess Hotel,Miami,FL,33126,4251 NW 11th St,3054411862,http://www.miamiprincess.com/,Luxury,4.5,531.26,"Business Centre, Room Service, 24-Hour Front Desk, Swimming Pool",222,2026-04-10 00:15:14.962654+03
114,Best Western Gateway to the Keys,Florida City,FL,33034,411 S Krome Ave,3052465100,https://www.bestwestern.com/en_US/book/hotel-rooms.10254.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:10254,Resort,2.5,107.41,"Parking, Room Service, 24-Hour Front Desk, Swimming Pool, Rooftop Terrace",139,2026-04-10 00:15:14.962654+03
115,Biltmore Hotel-A Westin Hotel & Resort,Coral Gables,FL,33134,1200 Anastasia Ave,8553116903,http://www.biltmorehotel.com/,Resort,3.7,491.54,"Rooftop Terrace, Business Centre, Gym, Conference Rooms, Concierge, Kids Club, 24-Hour Front Desk",174,2026-04-10 00:15:14.962654+03
116,"The Ritz-Carlton Key Biscayne, Miami",Key Biscayne,FL,33149,455 Grand Bay Dr Key Biscayne,3053654500,https://www.ritzcarlton.com/en/hotels/miami/key-biscayne?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Budget,4.1,115.59,"Pet-Friendly, EV Charging, Spa",69,2026-04-10 00:15:14.962654+03
117,Travelodge,Miami,FL,33131,131 SE 1st St,3053747451,http://www.travelodge.com/,Resort,3.1,113.51,"24-Hour Front Desk, Concierge, Airport Shuttle, Laundry Service, Bar, Rooftop Terrace",70,2026-04-10 00:15:14.962654+03
118,Extended Stay America Miami - Coral Gables,Miami,FL,33145,3640 Coral Way,3054437444,https://www.extendedstayamerica.com/hotels/fl/miami/coral-gables,Resort,4.6,251.10,"Swimming Pool, 24-Hour Front Desk, Bar, Business Centre, Laundry Service",140,2026-04-10 00:15:14.962654+03
119,Conrad Miami,Miami,FL,33131,1395 Brickell Ave,3055036500,http://conradmiami.com/,Budget,4.6,540.37,"Conference Rooms, 24-Hour Front Desk, Swimming Pool, Bar, Airport Shuttle",117,2026-04-10 00:15:14.962654+03
120,Vivre En Paix Inc,Miami,FL,33131,1395 Brickell Ave,8775737743,http://vivreenpaixinc.com/,Luxury,4.9,91.30,"Free Wi-Fi, Swimming Pool, Rooftop Terrace, Spa",84,2026-04-10 00:15:14.962654+03
121,Kimpton EPIC Hotel,Miami,FL,33131,270 Biscayne Boulevard Way,3054006711,https://www.epichotel.com/?cm_mmc=YextLocal-_-cp-_-US-_-EPC,Mid-range,4.5,79.65,"Bar, Conference Rooms, Business Centre, Restaurant, Room Service, Gym, Pet-Friendly",21,2026-04-10 00:15:14.962654+03
123,"The Gabriel Miami, Curio Collection by Hilton",Miami,FL,33132,1100 Biscayne Blvd,7865779700,https://twitter.com/marquisres,Mid-range,3.4,342.37,"Restaurant, Parking, Swimming Pool",84,2026-04-10 00:15:14.962654+03
124,Hilton Miami Airport Blue Lagoon,Miami,FL,33126,5101 Blue Lagoon Dr,3052621000,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIAAHHH_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIAAHHH%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Resort,4.4,102.39,"EV Charging, Laundry Service, 24-Hour Front Desk",282,2026-04-10 00:15:14.962654+03
125,JW Marriott Miami,Miami,FL,33131,1109 Brickell Ave,3053293500,https://www.marriott.com/hotels/travel/miajw-jw-marriott-miami/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Luxury,4.0,299.44,"Swimming Pool, Kids Club, Pet-Friendly, Business Centre, Rooftop Terrace, Free Wi-Fi, Room Service",265,2026-04-10 00:15:14.962654+03
126,"The Ritz-Carlton Coconut Grove, Miami",Miami,FL,33133,3300 SW 27th Ave,3056444680,https://www.ritzcarlton.com/en/hotels/miami/coconut-grove?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Luxury,4.6,391.48,"Laundry Service, Gym, Kids Club, Restaurant, Pet-Friendly, EV Charging",53,2026-04-10 00:15:14.962654+03
127,Rainbow Motel,Miami,FL,33135,2390 SW 8th St,3056493987,,Resort,2.8,364.70,"Rooftop Terrace, Room Service, Pet-Friendly, Business Centre, Parking, EV Charging, Bar",70,2026-04-10 00:15:14.962654+03
128,"The Spa at Mandarin Oriental, Miami",Miami,FL,33131,500 Brickell Key Dr,3059138332,https://www.mandarinoriental.com/miami/brickell-key/luxury-spa?htl=MOMIA&kw=MOMIA_spa&eng=yext&src=local,Budget,4.5,475.66,"Bar, Concierge, Laundry Service, EV Charging, Spa, Conference Rooms, Restaurant",252,2026-04-10 00:15:14.962654+03
129,Grove Hotel Partners,Miami,FL,33133,4 Grove Isle Dr,3058588300,http://www.groveisle.com/,Budget,3.5,202.84,"Parking, 24-Hour Front Desk, Airport Shuttle, Rooftop Terrace, Business Centre",54,2026-04-10 00:15:14.962654+03
130,Extended Stay America Miami - Brickell - Port of Miami,Miami,FL,33129,298 SW 15th Rd,3058563700,https://www.extendedstayamerica.com/hotels/fl/miami/downtown-brickell-cruise-port,Budget,2.7,92.08,"24-Hour Front Desk, Airport Shuttle, Swimming Pool",320,2026-04-10 00:15:14.962654+03
131,Iberostar Hotels & Resorts,Miami,FL,33134,2655 S Le Jeune Rd,3057749225,,Resort,4.9,211.47,"Concierge, 24-Hour Front Desk, Conference Rooms",389,2026-04-10 00:15:14.962654+03
132,JW Marriott Hotel Miami,Miami,FL,33131,1111 Brickell Ave,3053741224,http://www.marriotthotels.com/,Boutique,2.6,348.21,"Spa, Kids Club, Bar, Gym, Rooftop Terrace",266,2026-04-10 00:15:14.962654+03
133,Orange Grove Motel,Miami,FL,33144,7160 SW 8th St,3052610871,http://fl-motels-review.com/,Budget,3.1,221.81,"24-Hour Front Desk, Spa, Parking, Pet-Friendly, Kids Club, Room Service, Bar",307,2026-04-10 00:15:14.962654+03
134,Er Stat Inc,Miami,FL,33146,5000 University Dr,3057403302,https://baptisthealth.net/en/pages/home.aspx,Resort,4.9,354.85,"Free Wi-Fi, Parking, Conference Rooms, Gym, Airport Shuttle, 24-Hour Front Desk, Concierge",193,2026-04-10 00:15:14.962654+03
135,Soleste West Gables,Miami,FL,33155,2101 Ludlam Rd Ste 100,5614057209,http://westgablesapts.com/,Mid-range,3.4,484.28,"Room Service, Gym, Airport Shuttle, 24-Hour Front Desk, Rooftop Terrace, Free Wi-Fi, Swimming Pool",291,2026-04-10 00:15:14.962654+03
136,Chaptal,Miami,FL,33144,85 Grand Canal Dr,3052641176,,Luxury,3.0,274.09,"24-Hour Front Desk, Pet-Friendly, Rooftop Terrace, Room Service",310,2026-04-10 00:15:14.962654+03
137,Homewood Suites by Hilton Miami Dolphin Mall,Miami,FL,33172,1695 NW 111th Ave Suite B,3055009019,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIADMHW_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIADMHW%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Budget,4.0,123.57,"Swimming Pool, Gym, Parking, Business Centre, Rooftop Terrace, Bar, Laundry Service",330,2026-04-10 00:15:14.962654+03
138,Hilton Garden Inn Miami Dolphin Mall,Miami,FL,33172,1695 NW 111th Ave,3055009077,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIADOGI_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIADOGI%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Boutique,3.6,153.86,"Spa, 24-Hour Front Desk, Concierge, Swimming Pool, Airport Shuttle, Rooftop Terrace, Room Service",323,2026-04-10 00:15:14.962654+03
139,Hotel Connections-Miami/Masscomm,Miami,FL,33172,11234 NW 20th St,7862606123,,Boutique,3.7,67.94,"Swimming Pool, Free Wi-Fi, Bar, Airport Shuttle, Spa, Room Service",90,2026-04-10 00:15:14.962654+03
140,Dolphin Park,Miami,FL,33172,10887 NW 17th St,3054182009,,Boutique,4.4,210.70,"EV Charging, Concierge, Restaurant",86,2026-04-10 00:15:14.962654+03
141,Gables Hotels Group,Miami,FL,33146,3861 Bird Rd,3054412216,,Mid-range,3.5,297.63,"Gym, Room Service, Swimming Pool, Bar, Free Wi-Fi",255,2026-04-10 00:15:14.962654+03
142,Doubletree by Hilton,Miami,FL,33126,731 NW 72nd Ave,3052613800,http://doubletree3.hilton.com/,Boutique,4.8,335.76,"Room Service, Concierge, Pet-Friendly, Swimming Pool, Bar, Free Wi-Fi, Restaurant",107,2026-04-10 00:15:14.962654+03
143,Cambria Hotel Miami Airport - Blue Lagoon,Miami,FL,33126,6750 NW 7th St,3052619899,https://www.choicehotels.com/florida/miami/cambria-hotels/flc06?pmf=yext&mc=llyxyxpx,Resort,4.5,277.35,"Gym, Concierge, Spa, EV Charging, Bar",321,2026-04-10 00:15:14.962654+03
144,Aloft Coral Gables,Miami,FL,33134,2524 S Le Jeune Rd,3054420372,https://www.marriott.com/hotels/travel/miacl-aloft-coral-gables/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Budget,3.5,244.86,"Rooftop Terrace, Business Centre, Conference Rooms, Room Service, Gym",59,2026-04-10 00:15:14.962654+03
145,Aloft Hotels,Miami,FL,33134,2524 S Le Jeune Rd,3054416741,http://www.starwoodhotels.com/alofthotels/index.html,Budget,3.8,312.96,"24-Hour Front Desk, Conference Rooms, Airport Shuttle, Spa",72,2026-04-10 00:15:14.962654+03
146,NF II Miami South Op Co,Miami,FL,33126,6700 NW 7th St,3052612258,,Mid-range,2.9,132.62,"Gym, Restaurant, EV Charging, Business Centre",308,2026-04-10 00:15:14.962654+03
147,Aloft Miami Airport Hotel,Miami,FL,33133,2977 Mcfarlane Rd Ste 300,7868660600,http://starwoodhotels.com/alofthotels,Luxury,4.4,388.97,"Rooftop Terrace, Conference Rooms, Airport Shuttle, Business Centre, Swimming Pool, Laundry Service, Room Service",343,2026-04-10 00:15:14.962654+03
148,"Hotel Arya, BW Premier Collection",Miami,FL,33133,2889 Mcfarlane Rd,3055292828,https://www.bestwestern.com/en_US/book/hotel-rooms.10417.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:10417,Boutique,3.3,343.67,"Kids Club, Gym, Pet-Friendly, Business Centre, Laundry Service",39,2026-04-10 00:15:14.962654+03
149,Ginger Grove,Miami,FL,33133,3000 Florida Ave,3057795100,https://www.mayfairhotelandspa.com/,Boutique,2.6,83.75,"Kids Club, Room Service, Laundry Service",317,2026-04-10 00:15:14.962654+03
150,KHR Reservations,Miami,FL,33126,1150 NW 72nd Ave,3057159844,http://travelly.com/,Budget,3.9,272.12,"Bar, Rooftop Terrace, EV Charging, Parking, Gym, Free Wi-Fi, Business Centre",72,2026-04-10 00:15:14.962654+03
151,Extended Stay America Miami - Airport - Blue Lagoon,Miami,FL,33126,6605 NW 7th St,3052600085,https://www.extendedstayamerica.com/hotels/fl/miami/airport-blue-lagoon,Boutique,4.5,541.10,"Kids Club, Restaurant, Swimming Pool",146,2026-04-10 00:15:14.962654+03
214,Allegro's,Miami,FL,33131,200 SE 2nd Ave,3053743000,,Resort,2.8,419.15,"Business Centre, Swimming Pool, Conference Rooms, Rooftop Terrace",139,2026-04-10 00:15:14.962654+03
152,The Ritz-Carlton,Miami,FL,33133,3400 SW 27th Ave Apt 1705,3058569626,http://www.ritzcarlton.com/en/Default.htm,Luxury,4.3,309.65,"Restaurant, 24-Hour Front Desk, Kids Club, Laundry Service, Airport Shuttle, Bar, Room Service",193,2026-04-10 00:15:14.962654+03
153,Extended Stay America,Miami,FL,33122,8655 NW 21st Ter,7863317717,http://www.extendedstayamerica.com/,Budget,4.2,443.56,"Gym, Rooftop Terrace, Spa, Parking, Kids Club",217,2026-04-10 00:15:14.962654+03
154,Extended Stay America Miami - Airport - Doral - 87th Avenue South,Miami,FL,33122,8655 NW 21st Ter,7863317717,http://extendedstayamerica.com/hotels/fl/miami/airport-doral-87th-avenue-south,Resort,3.2,486.01,"Gym, Airport Shuttle, 24-Hour Front Desk, Kids Club, Rooftop Terrace",377,2026-04-10 00:15:14.962654+03
155,Preferred Hotels & Resorts,Miami,FL,33126,1000 NW 57th Ct Ste 270,3052671187,http://www.preferredhotelgroup.com/,Mid-range,4.2,345.50,"Pet-Friendly, Room Service, Rooftop Terrace",85,2026-04-10 00:15:14.962654+03
156,Marriott Development Caribbean & Latin America,Miami,FL,33126,1000 NW 57th Ct,3054204052,https://hotel-development.marriott.com/,Resort,4.2,92.19,"Kids Club, 24-Hour Front Desk, Free Wi-Fi, Restaurant, Airport Shuttle, Gym",129,2026-04-10 00:15:14.962654+03
157,Exploring Horizons Ltd. Inc. - EHTravels,Miami,FL,33133,3141 SW 27th Ter,7865051055,http://www.ehtravels.com/,Luxury,3.4,141.96,"Airport Shuttle, Gym, Pet-Friendly, Concierge",71,2026-04-10 00:15:14.962654+03
158,Hotel Connections,Miami,FL,33126,6100 Blue Lagoon Dr Ste 310,3052612402,http://www.hotelconnections.com/,Resort,3.8,466.74,"Swimming Pool, Rooftop Terrace, Airport Shuttle, Pet-Friendly, Bar, Gym, Room Service",112,2026-04-10 00:15:14.962654+03
159,Given,Miami,FL,33126,701 NW 57th Ave Ste 310,3052633312,,Resort,4.6,453.57,"Laundry Service, Swimming Pool, Concierge, Restaurant",366,2026-04-10 00:15:14.962654+03
160,Extended Stay America - Miami - Airport - Doral - 25th Street,Miami,FL,33122,7750 NW 25th St,3057169005,http://www.extendedstayamerica.com/,Luxury,4.3,353.35,"Business Centre, Conference Rooms, Pet-Friendly, Room Service, Laundry Service, Kids Club",119,2026-04-10 00:15:14.962654+03
161,Extended Stay America Miami - Airport - Doral -  25th Street,Miami,FL,33122,7750 NW 25th St,3057169005,http://extendedstayamerica.com/hotels/fl/miami/airport-doral-25th-street,Resort,3.4,542.14,"Pet-Friendly, Room Service, Concierge, Gym, EV Charging, Spa",329,2026-04-10 00:15:14.962654+03
162,Pullman Miami Airport Hotel,Miami,FL,33126,5800 Blue Lagoon Dr,3052644888,http://www.accorhotels.com/0889,Boutique,2.8,71.35,"24-Hour Front Desk, Spa, Kids Club, Airport Shuttle, Swimming Pool, Room Service",102,2026-04-10 00:15:14.962654+03
163,Hyatt House Miami Airport,Miami,FL,33126,5710 Blue Lagoon Dr,3052691922,http://www.miamiairport.house.hyatt.com/,Resort,3.2,119.41,"Gym, Business Centre, Laundry Service, EV Charging, Restaurant, Free Wi-Fi",232,2026-04-10 00:15:14.962654+03
164,Le Petit Bijou,Miami,FL,33126,5800 Blue Lagoon Dr,3052644888,,Resort,2.6,233.85,"Gym, 24-Hour Front Desk, Business Centre, Free Wi-Fi, Restaurant, Swimming Pool",385,2026-04-10 00:15:14.962654+03
165,Perferred Hotel Group,Miami,FL,33126,5200 Blue Lagoon Dr Ste 720,3052671187,,Mid-range,4.1,114.49,"EV Charging, Airport Shuttle, Conference Rooms, Business Centre, Pet-Friendly",22,2026-04-10 00:15:14.962654+03
166,Radisson Hotels & Resorts,Miami,FL,33126,5301 Blue Lagoon Dr Ste 520,3052603515,http://www.insideview.com/directory/sony-latin-america-inc,Budget,4.8,174.24,"Conference Rooms, Kids Club, Concierge, Swimming Pool",167,2026-04-10 00:15:14.962654+03
167,Radisson Hotel-Resorts Latin,Miami,FL,33126,5301 Blue Lagoon Dr,3052603515,http://www.radisson.com/,Budget,3.1,69.11,"Laundry Service, Gym, Spa, Concierge, Business Centre, Pet-Friendly",294,2026-04-10 00:15:14.962654+03
168,Radisson,Miami,FL,33126,5201 Blue Lagoon Dr Ste 710,3055774321,http://www.radisson.com/,Resort,2.5,335.40,"Pet-Friendly, Concierge, Free Wi-Fi, Conference Rooms",200,2026-04-10 00:15:14.962654+03
169,Palmeiras Beach Club at Grove Isle,Miami,FL,33133,4 Grove Isle Dr,3058588300,http://www.palmeirasbeachclub.com/,Luxury,3.1,139.59,"Kids Club, 24-Hour Front Desk, Gym",289,2026-04-10 00:15:14.962654+03
170,Four Points by Sheraton Miami Airport,Miami,FL,33122,3570 NW 74th Ave,3053515730,https://www.marriott.com/hotels/travel/miafa-four-points-miami-airport/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Resort,3.9,324.85,"EV Charging, Swimming Pool, Room Service, Restaurant, Airport Shuttle, 24-Hour Front Desk",28,2026-04-10 00:15:14.962654+03
171,Airport Regency Hotel,Miami,FL,33126,1000 NW 42nd Ave,3054411600,https://www.eventective.com/miami-fl/airport-regency-hotel-1957.html,Budget,3.4,219.13,"Rooftop Terrace, Airport Shuttle, Swimming Pool",200,2026-04-10 00:15:14.962654+03
172,Aloft Miami Airport,Miami,FL,33166,7220 NW 36th St,7868660600,https://www.marriott.com/hotels/travel/miala-aloft-miami-airport/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Mid-range,3.9,464.34,"EV Charging, Restaurant, Airport Shuttle, Swimming Pool, 24-Hour Front Desk, Room Service",254,2026-04-10 00:15:14.962654+03
173,TownePlace Suites by Marriott Miami Airport,Miami,FL,33126,4021 NW 11th St,3057790900,https://www.marriott.com/hotels/travel/miasa-towneplace-suites-miami-airport/?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,Mid-range,2.6,67.12,"Swimming Pool, Rooftop Terrace, Pet-Friendly, Parking",223,2026-04-10 00:15:14.962654+03
174,Residence Inn by Marriott,Miami,FL,33126,1201 NW 42nd Ave,3056428570,http://www.marriott.com/hotels/travel/miaas-residence-inn-miami-airport,Resort,5.0,284.07,"Bar, Pet-Friendly, 24-Hour Front Desk",44,2026-04-10 00:15:14.962654+03
175,Residence Inn by Marriott,Miami,FL,33145,1231 SW 17th St,3056046069,http://www.marriott.com/residence-inn/travel.mi,Boutique,4.7,182.97,"Concierge, Room Service, Laundry Service, EV Charging, Bar",193,2026-04-10 00:15:14.962654+03
176,Royal Elite Vacation Club,Miami,FL,33125,831 NW 28th Ave,3054965996,http://www.royalelite.com/,Luxury,4.9,394.49,"Kids Club, Parking, Gym, 24-Hour Front Desk, Bar",60,2026-04-10 00:15:14.962654+03
177,America's Best Inns & Suites,Miami,FL,33166,7330 NW 36th Street Ext,3055925440,http://www.americasbestinns.com/,Mid-range,3.6,320.46,"Spa, Gym, Rooftop Terrace, EV Charging, Airport Shuttle",176,2026-04-10 00:15:14.962654+03
178,American Luxury Auto Rental,Miami,FL,33142,4120 NW 26th St,3058717700,http://www.americanluxuryautorental.com/,Luxury,3.6,129.16,"24-Hour Front Desk, Laundry Service, Swimming Pool, Conference Rooms, Concierge, Restaurant",334,2026-04-10 00:15:14.962654+03
179,Hampton Inn Miami Airport East,Miami,FL,33142,3449 NW 42nd Ave,7868013136,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_MIAAEHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FMIAAEHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,Boutique,5.0,367.93,"Gym, Room Service, 24-Hour Front Desk",282,2026-04-10 00:15:14.962654+03
180,Hyatt Place Miami Airport East,Miami,FL,33142,3549 NW 42nd Ave,3056671003,,Mid-range,4.5,526.16,"Laundry Service, Swimming Pool, Airport Shuttle, Kids Club",140,2026-04-10 00:15:14.962654+03
181,Roads End Village,Miami,FL,33129,927 SW 11th St,3052505640,,Boutique,4.4,227.89,"Swimming Pool, Airport Shuttle, Laundry Service, Restaurant, EV Charging, Business Centre, Conference Rooms",313,2026-04-10 00:15:14.962654+03
182,Brickell Suites,Miami,FL,33130,717 SW 11th Ave,7866152328,,Boutique,2.8,246.01,"Business Centre, Spa, Free Wi-Fi, 24-Hour Front Desk, Gym",275,2026-04-10 00:15:14.962654+03
183,Radisson RED Miami Airport,Miami,FL,33142,3401 NW 25th St,3052603514,https://www.radissonhotels.com/en-us/hotels/radisson-red-miami-airport?cid=a:se+b:yex+c:amer+i:local+e:rdr+d:us+f:en-US+h:USAMAPF,Resort,3.8,104.47,"Laundry Service, Bar, Pet-Friendly, 24-Hour Front Desk, Business Centre",122,2026-04-10 00:15:14.962654+03
184,Villa Aurora,Miami,FL,33135,1398 SW 1st St Ste 1201,3056492499,,Budget,2.8,273.28,"Gym, Rooftop Terrace, 24-Hour Front Desk, EV Charging, Swimming Pool, Parking",297,2026-04-10 00:15:14.962654+03
185,Embassy Suites by Hilton Miami International Airport,Miami,FL,33142,3974 NW South River Dr,3056345000,http://embassysuites3.hilton.com/en/hotels/florida/embassy-suites-by-hilton-miami-international-airport-MIASPES/index.html,Boutique,3.2,474.94,"24-Hour Front Desk, Kids Club, Business Centre, Swimming Pool",122,2026-04-10 00:15:14.962654+03
186,Jefferson Hotel,Miami,FL,33130,528 SW 9th Ave,3055451000,,Mid-range,4.5,444.14,"24-Hour Front Desk, Conference Rooms, Laundry Service",302,2026-04-10 00:15:14.962654+03
187,Homewood Suites by Hilton Miami Downtown/Brickell,Miami,FL,33129,1750 SW 1st Ave,3052857112,http://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-miami-downtown-brickell-MIADBHW/index.html,Budget,2.8,78.20,"EV Charging, Kids Club, Concierge, Room Service, Bar, Pet-Friendly",57,2026-04-10 00:15:14.962654+03
188,Atton Brickell Miami,Miami,FL,33129,1500 SW 1st Ave,7866002600,http://www.attonbrickellmiami.com/,Boutique,2.8,369.38,"Laundry Service, Kids Club, 24-Hour Front Desk, Gym, Concierge, Room Service",302,2026-04-10 00:15:14.962654+03
189,Hotel Indigo Miami Brickell,Miami,FL,33129,1500 SW 1st Ave,7866002600,https://www.ihg.com/hotelindigo/hotels/us/en/miami/miani/hoteldetail?,Mid-range,4.1,432.73,"Concierge, Kids Club, Swimming Pool, Conference Rooms",83,2026-04-10 00:15:14.962654+03
190,Novotel Miami Brickell,Miami,FL,33129,1500 SW 1st Ave,7866002600,https://www.novotelmiami.com/?chebs=local-attonbrickellmiami,Boutique,3.8,128.15,"Business Centre, 24-Hour Front Desk, Pet-Friendly, Concierge, Swimming Pool",148,2026-04-10 00:15:14.962654+03
191,Big Havana,Miami,FL,33130,613 SW 5th Ave,3056405405,,Resort,3.0,183.60,"Conference Rooms, Gym, Restaurant, Pet-Friendly, Laundry Service",98,2026-04-10 00:15:14.962654+03
